"state","date_updated","new_cases","tot_cases","Administered","Series_Complete_Yes","Additional_Doses"
MS,"04/28/2022",604,797249,3862216,1541191,572820
MS,"05/05/2022",1034,798283,3876170,1543186,575720
MS,"05/12/2022",1958,800241,3888226,1545007,578168
MS,"05/19/2022",3070,803311,3898964,1546512,580413
MS,"05/26/2022",2489,805800,3915931,1548810,583840
MS,"06/02/2022",2538,808338,3926177,1550245,586159
MS,"06/09/2022",5012,813350,3937150,1551904,588700
MS,"06/16/2022",5200,818550,3947999,1553558,591324
MT,"12/17/2020",4514,74648,1131,0,""
MT,"12/24/2020",3853,78501,8885,0,""
MT,"12/31/2020",2724,81225,17511,0,""
MT,"01/07/2021",2835,84060,27693,0,""
MT,"01/14/2021",3593,87653,46620,0,""
MT,"01/21/2021",2604,90257,60389,0,""
MT,"01/28/2021",2282,92539,86213,0,""
MT,"02/04/2021",2268,94807,116148,0,""
MT,"02/11/2021",1787,96594,149339,0,""
MT,"02/18/2021",1303,97897,190070,0,""
MT,"02/25/2021",1340,99237,252295,0,""
MT,"03/04/2021",1109,100346,301007,0,""
MT,"03/11/2021",893,101239,359446,131017,""
MT,"03/18/2021",1232,102471,414258,156863,""
MT,"03/25/2021",1187,103658,463857,175996,""
MT,"04/01/2021",883,104541,534273,210392,""
MT,"04/08/2021",980,105521,596472,240928,""
MT,"04/15/2021",1106,106627,655446,277211,""
MT,"04/22/2021",904,107531,705683,307002,""
MT,"04/29/2021",951,108482,750384,337360,""
MT,"05/06/2021",958,109440,783615,359511,""
MT,"05/13/2021",853,110293,809959,378056,""
MT,"05/20/2021",632,110925,836084,392683,""
MT,"05/27/2021",530,111455,858711,404573,""
MT,"06/03/2021",545,112000,869006,410052,""
MT,"06/10/2021",590,112590,898779,429634,""
MT,"06/17/2021",430,113020,915033,440697,""
MT,"06/24/2021",382,113402,924481,446426,""
MT,"07/01/2021",350,113752,941469,458881,""
MT,"07/08/2021",348,114100,948460,462873,""
MT,"07/15/2021",407,114507,955240,466509,""
MT,"07/22/2021",495,115002,961962,469711,""
MT,"07/29/2021",887,115889,967225,471765,""
MT,"08/05/2021",1439,117328,978918,475619,""
MT,"08/12/2021",1795,119123,988858,479129,""
MT,"08/19/2021",2258,121381,998122,482740,""
MT,"08/26/2021",2896,124277,1014056,488605,0
MT,"09/02/2021",3823,128100,1026579,493329,0
MT,"09/09/2021",3651,131751,1044575,500796,0
MT,"09/16/2021",5640,137391,1061200,508129,0
MT,"09/23/2021",6433,143824,1074405,513727,0
MT,"09/30/2021",6000,149824,1089630,518303,0
MT,"10/07/2021",6255,156079,1110918,522500,0
MT,"10/14/2021",6161,162240,1132633,527416,0
MT,"10/21/2021",6273,168513,1154583,533157,49583
MT,"10/28/2021",5571,174084,1178365,537870,64455
MT,"11/04/2021",4897,178981,1211065,541907,88439
MT,"11/11/2021",4232,183213,1246118,545790,113680
MT,"11/18/2021",3589,186802,1282428,549955,134833
MT,"11/25/2021",2876,189678,1309960,552782,152417
MT,"12/02/2021",1915,191593,1333956,555986,166815
MT,"12/09/2021",1680,193273,1366579,562817,185843
MT,"12/16/2021",1126,194399,1405611,571166,205422
MT,"12/23/2021",1022,195421,1429315,574901,220911
MT,"12/30/2021",1639,197060,1444058,577327,229743
MT,"01/06/2022",3498,200558,1454654,579273,236069
MT,"01/13/2022",7574,208132,1468697,581848,244572
MT,"01/20/2022",9915,218047,1489537,587537,254919
MT,"01/27/2022",15009,233056,1501084,589632,261565
MT,"02/03/2022",11499,244555,1510228,591611,266437
MT,"02/10/2022",9678,254233,1517703,593476,270058
MT,"02/17/2022",5467,259700,1525699,595153,272544
MT,"02/24/2022",4574,264274,1532922,597260,275480
MT,"03/03/2022",3861,268135,1537279,598629,277241
MT,"03/10/2022",3321,271456,1541224,599747,278992
MT,"03/17/2022",488,271944,1544575,600755,280429
MT,"03/24/2022",359,272303,1549212,602076,282331
MT,"03/31/2022",239,272542,1551938,602765,283488
MT,"04/07/2022",245,272787,1559094,603617,284852
MT,"04/14/2022",228,273015,1567120,604372,286085
MT,"04/21/2022",349,273364,1576350,605430,287550
MT,"04/28/2022",418,273782,1584133,606208,288780
MT,"05/05/2022",603,274385,1594360,607240,290475
MT,"05/12/2022",727,275112,1601134,607962,291556
MT,"05/19/2022",1080,276192,1605319,608406,292220
MT,"05/26/2022",1305,277497,1611299,609143,293209
MT,"06/02/2022",1496,278993,1615961,609692,294055
MT,"06/09/2022",1972,280965,1623623,610531,295472
MT,"06/16/2022",2088,283053,1629077,611197,296570
NC,"12/17/2020",42105,464314,661,0,""
NC,"12/24/2020",43808,508122,47300,0,""
NC,"12/31/2020",39700,547822,88874,0,""
NC,"01/07/2021",56256,604078,156766,0,""
NC,"01/14/2021",55744,659822,301805,0,""
NC,"01/21/2021",45861,705683,473282,0,""
NC,"01/28/2021",39078,744761,849801,0,""
NC,"02/04/2021",38806,783567,1063474,0,""
NC,"02/11/2021",26240,809807,1382652,0,""
NC,"02/18/2021",20604,830411,1782267,0,""
NC,"02/25/2021",17403,847814,2210412,0,""
NC,"03/04/2021",13574,861388,2661523,0,""
NC,"03/11/2021",11185,872573,3048105,1071902,""
NC,"03/18/2021",11286,883859,3724856,1354397,""
NC,"03/25/2021",11483,895342,4240056,1514708,""
NC,"04/01/2021",11985,907327,4781372,1768023,""
NC,"04/08/2021",10878,918205,5292280,2016649,""
NC,"04/15/2021",13725,931930,5936385,2416439,""
NC,"04/22/2021",13011,944941,6476136,2728719,""
NC,"04/29/2021",12345,957286,6888208,2961996,""
NC,"05/06/2021",10668,967954,7318598,3281376,""
NC,"05/13/2021",8357,976311,7609404,3491025,""
NC,"05/20/2021",6561,982872,7860387,3634090,""
NC,"05/27/2021",5588,988460,8063696,3739440,""
NC,"06/03/2021",3606,992066,8184505,3806938,""
NC,"06/10/2021",3107,995173,8324921,3900819,""
NC,"06/17/2021",2738,997911,8461283,4009503,""
NC,"06/24/2021",2675,1000586,8565156,4075959,""
NC,"07/01/2021",2809,1003395,9285070,4389800,""
NC,"07/08/2021",3535,1006930,9375785,4437638,""
NC,"07/15/2021",5761,1012691,9470597,4487926,""
NC,"07/22/2021",9233,1021924,9567516,4533215,""
NC,"07/29/2021",17200,1039124,9680714,4576966,""
NC,"08/05/2021",24763,1063887,9813347,4617619,""
NC,"08/12/2021",33104,1096991,9953649,4662804,""
NC,"08/19/2021",38426,1135417,10123499,4724100,""
NC,"08/26/2021",45457,1180874,10325611,4802652,0
NC,"09/02/2021",50082,1230956,10525501,4883485,0
NC,"09/09/2021",45209,1276165,10740910,4976852,0
NC,"09/16/2021",48519,1324684,10927893,5061424,0
NC,"09/23/2021",39054,1363738,11094325,5144085,0
NC,"09/30/2021",31244,1394982,11311513,5221411,0
NC,"10/07/2021",24561,1419543,11607374,5339892,0
NC,"10/14/2021",20615,1440158,11822237,5400818,0
NC,"10/21/2021",15701,1455859,12001934,5456338,241674
NC,"10/28/2021",13022,1468881,12251122,5504519,313122
NC,"11/04/2021",11390,1480271,12535459,5543800,422242
NC,"11/11/2021",11503,1491774,12813894,5594919,531320
NC,"11/18/2021",12812,1504586,13142848,5630586,629581
NC,"11/25/2021",13777,1518363,13378128,5660326,694024
NC,"12/02/2021",15473,1533836,13650328,5705077,795198
NC,"12/09/2021",21722,1555558,14020046,5790532,913846
NC,"12/16/2021",22640,1578198,14364927,5862248,1019278
NC,"12/23/2021",30459,1608657,14704019,5917873,1127859
NC,"12/30/2021",65563,1674220,14910025,5951239,1195062
NC,"01/06/2022",138516,1812736,15114964,5981568,1260220
NC,"01/13/2022",202667,2015403,15369073,6020048,1342862
NC,"01/20/2022",213266,2228669,15529382,6079388,1401317
NC,"01/27/2022",172345,2401014,15661336,6110114,1446760
NC,"02/03/2022",97954,2498968,15793856,6142826,1484140
NC,"02/10/2022",56009,2554977,15894297,6171328,1514323
NC,"02/17/2022",31938,2586915,16020472,6195236,1537830
NC,"02/24/2022",18535,2605450,16087180,6214836,1557466
NC,"03/03/2022",10925,2616375,16146189,6231369,1574890
NC,"03/10/2022",6117,2622492,16201828,6246270,1593926
NC,"03/17/2022",4083,2626575,16252421,6260694,1610273
NC,"03/24/2022",3549,2630124,16286180,6270013,1620470
NC,"03/31/2022",3884,2634008,16325759,6281123,1632686
NC,"04/07/2022",3767,2637775,16414398,6312294,1648409
NC,"04/14/2022",6358,2644133,16519054,6345927,1664562
NC,"04/21/2022",8573,2652706,16607004,6373960,1678246
NC,"04/28/2022",11818,2664524,16691599,6398376,1692228
NC,"05/05/2022",15101,2679625,16761585,6418966,1704021
NC,"05/12/2022",20041,2699666,16839752,6443951,1716040
NC,"05/19/2022",26531,2726197,16909798,6465387,1726982
NC,"05/26/2022",28794,2754991,16990012,6487547,1740775
NC,"06/02/2022",25502,2780493,17050085,6503645,1752770
NC,"06/09/2022",26781,2807274,17116132,6522153,1765132
NC,"06/16/2022",23254,2830528,17173974,6537109,1776704
ND,"12/17/2020",2538,88687,897,0,""
ND,"12/24/2020",2017,90704,8943,0,""
ND,"12/31/2020",1788,92492,15958,0,""
ND,"01/07/2021",1334,93826,27289,0,""
ND,"01/14/2021",1305,95131,42774,0,""
ND,"01/21/2021",1084,96215,59245,0,""
ND,"01/28/2021",932,97147,80051,0,""
ND,"02/04/2021",756,97903,106900,0,""
ND,"02/11/2021",335,98238,133616,0,""
ND,"02/18/2021",663,98901,156751,0,""
ND,"02/25/2021",626,99527,203911,0,""
ND,"03/04/2021",544,100071,246289,0,""
ND,"03/11/2021",546,100617,286495,96489,""
ND,"03/18/2021",666,101283,330516,117049,""
ND,"03/25/2021",714,101997,369029,132641,""
ND,"04/01/2021",1096,103093,419484,157052,""
ND,"04/08/2021",1075,104168,462999,182852,""
ND,"04/15/2021",1046,105214,504937,212728,""
ND,"04/22/2021",1005,106219,534462,231490,""
ND,"04/29/2021",934,107153,557851,247082,""
ND,"05/06/2021",927,108080,571481,255367,""
ND,"05/13/2021",679,108759,586153,264447,""
ND,"05/20/2021",603,109362,597686,270414,""
ND,"05/27/2021",416,109778,608339,275726,""
ND,"06/03/2021",264,110042,616200,279802,""
ND,"06/10/2021",254,110296,621981,283113,""
ND,"06/17/2021",191,110487,631234,289031,""
ND,"06/24/2021",119,110606,637216,292840,""
ND,"07/01/2021",97,110703,643108,296509,""
ND,"07/08/2021",72,110775,647362,298782,""
ND,"07/15/2021",151,110926,651359,300870,""
ND,"07/22/2021",165,111091,655153,302806,""
ND,"07/29/2021",318,111409,660913,304936,""
ND,"08/05/2021",523,111932,666987,306868,""
ND,"08/12/2021",811,112743,673739,308927,""
ND,"08/19/2021",1180,113923,681318,311604,""
ND,"08/26/2021",1743,115666,690359,315026,0
ND,"09/02/2021",2289,117955,700560,318810,0
ND,"09/09/2021",2647,120602,710545,322607,0
ND,"09/16/2021",3444,124046,721856,327120,0
ND,"09/23/2021",3237,127283,731561,331803,0
ND,"09/30/2021",4117,131400,742416,336457,0
ND,"10/07/2021",4332,135732,759219,340599,0
ND,"10/14/2021",3831,139563,775656,344203,0
ND,"10/21/2021",3424,142987,789310,347164,28630
ND,"10/28/2021",3400,146387,794566,348554,36014
ND,"11/04/2021",3470,149857,818204,363526,51546
ND,"11/11/2021",3568,153425,844222,366205,67884
ND,"11/18/2021",3315,156740,866939,368413,81135
ND,"11/25/2021",3104,159844,886167,370361,92747
ND,"12/02/2021",3134,162978,903605,373061,102143
ND,"12/09/2021",2866,165844,927047,377603,114612
ND,"12/16/2021",2405,168249,986040,395055,131289
ND,"12/23/2021",2124,170373,1002962,398412,140379
ND,"12/30/2021",2234,172607,1013290,400490,145325
ND,"01/06/2022",5204,177811,1024301,402983,150556
ND,"01/13/2022",9717,187528,1034859,405235,155668
ND,"01/20/2022",14806,202334,1042680,409283,159242
ND,"01/27/2022",14476,216810,1048391,410645,161791
ND,"02/03/2022",9932,226742,1052913,411708,163799
ND,"02/10/2022",5982,232724,1056286,412737,165131
ND,"02/17/2022",3139,235863,1061093,413827,165990
ND,"02/24/2022",1439,237302,1062988,414566,166586
ND,"03/03/2022",1015,238317,1064615,415178,167032
ND,"03/10/2022",567,238884,1065336,415495,167240
ND,"03/17/2022",408,239292,1066069,415798,167466
ND,"03/24/2022",145,239437,1066811,416107,167686
ND,"03/31/2022",230,239667,1067553,416375,167928
ND,"04/07/2022",190,239857,1068443,416660,168168
ND,"04/14/2022",247,240104,1070180,416991,168466
ND,"04/21/2022",273,240377,1071357,417886,168613
ND,"04/28/2022",333,240710,1073853,418277,168960
ND,"05/05/2022",414,241124,1107305,423802,181960
ND,"05/12/2022",611,241735,1110437,424243,182551
ND,"05/19/2022",723,242458,1113298,424681,183152
ND,"05/26/2022",882,243340,1116176,425005,183486
ND,"06/02/2022",935,244275,1119111,425401,184154
ND,"06/09/2022",1199,245474,1122929,425890,184991
ND,"06/16/2022",1069,246543,1126108,426275,185707
NE,"12/17/2020",8570,148818,1285,0,""
NE,"12/24/2020",7888,156706,15518,0,""
NE,"12/31/2020",5938,162644,27487,0,""
NE,"01/07/2021",7354,169998,53548,0,""
NE,"01/14/2021",6664,176662,91195,0,""
NE,"01/21/2021",5590,182252,111841,0,""
NE,"01/28/2021",4229,186481,150019,0,""
NE,"02/04/2021",3935,190416,195126,0,""
NE,"02/11/2021",2712,193128,247879,0,""
NE,"02/18/2021",2059,195187,305057,0,""
NE,"02/25/2021",2342,197529,422419,0,""
NE,"03/04/2021",2058,199587,513497,0,""
NE,"03/11/2021",2106,201693,629765,226435,""
NE,"03/18/2021",1911,203604,731885,276138,""
NE,"03/25/2021",1864,205468,836012,308676,""
NE,"04/01/2021",2461,207929,966534,373119,""
NE,"04/08/2021",2374,210303,1076467,426200,""
NE,"04/15/2021",2263,212566,1228445,508852,""
NE,"04/22/2021",2400,214966,1330661,567788,""
NE,"04/29/2021",1643,216609,1412743,626278,""
NE,"05/06/2021",1341,217950,1484345,681718,""
NE,"05/13/2021",1036,218986,1576707,749896,""
NE,"05/20/2021",548,219534,1627572,780411,""
NE,"05/27/2021",460,219994,1678518,806604,""
NE,"06/03/2021",331,220325,1706401,821358,""
NE,"06/10/2021",230,220555,1746606,846814,""
NE,"06/17/2021",212,220767,1780069,869763,""
NE,"06/24/2021",211,220978,1844039,908147,""
NE,"07/01/2021",337,221315,1868788,924490,""
NE,"07/08/2021",516,221831,1881129,931573,""
NE,"07/15/2021",602,222433,1893942,938466,""
NE,"07/22/2021",866,223299,1911245,946549,""
NE,"07/29/2021",1417,224716,1934576,955255,""
NE,"08/05/2021",2102,226818,1963126,964450,""
NE,"08/12/2021",2587,229405,1983371,971267,""
NE,"08/19/2021",3335,232740,2011896,982160,""
NE,"08/26/2021",4305,237045,2033359,991967,0
NE,"09/02/2021",5295,242340,2074696,1011269,0
NE,"09/09/2021",4969,247309,2095650,1022194,0
NE,"09/16/2021",5586,252895,2121935,1035755,0
NE,"09/23/2021",4904,257799,2144532,1047811,0
NE,"09/30/2021",4660,262459,2169872,1057562,0
NE,"10/07/2021",4270,266729,2208073,1065561,0
NE,"10/14/2021",4270,270999,2241341,1072367,0
NE,"10/21/2021",4008,275007,2276430,1079629,80464
NE,"10/28/2021",4484,279491,2318461,1085937,110059
NE,"11/04/2021",5125,284616,2364098,1090624,144824
NE,"11/11/2021",6246,290862,2432375,1097036,191722
NE,"11/18/2021",6165,297027,2500435,1102134,233027
NE,"11/25/2021",6569,303596,2557474,1106433,271127
NE,"12/02/2021",5958,309554,2617739,1115660,309498
NE,"12/09/2021",7458,317012,2696795,1130985,360398
NE,"12/16/2021",5991,323003,2755381,1142084,398332
NE,"12/23/2021",5571,328574,2815987,1151342,438420
NE,"12/30/2021",7488,336062,2856869,1157774,464103
NE,"01/06/2022",16135,352197,2894196,1164409,486094
NE,"01/13/2022",27745,379942,2935671,1170992,511854
NE,"01/20/2022",32573,412515,2972050,1182604,534362
NE,"01/27/2022",27338,439853,3000697,1188065,550682
NE,"02/03/2022",13619,453472,3018550,1192532,559775
NE,"02/10/2022",6565,460037,3039868,1198937,569383
NE,"02/17/2022",3493,463530,3064271,1203610,575704
NE,"02/24/2022",2121,465651,3076310,1207389,581009
NE,"03/03/2022",1227,466878,3086667,1210303,585237
NE,"03/10/2022",926,467804,3095065,1212894,588575
NE,"03/17/2022",582,468386,3101085,1214654,591133
NE,"03/24/2022",471,468857,3109028,1216730,594593
NE,"03/31/2022",418,469275,3134556,1221452,610697
NE,"04/07/2022",424,469699,3148207,1223486,613886
NE,"04/14/2022",516,470215,3166705,1225613,616717
NE,"04/21/2022",572,470787,3184254,1227585,619177
NE,"04/28/2022",785,471572,3201037,1229108,621280
NE,"05/05/2022",972,472544,3214182,1230463,623181
NE,"05/12/2022",1457,474001,3228840,1232096,625474
NE,"05/19/2022",1746,475747,3231455,1232505,625945
NE,"05/26/2022",1962,477709,3251305,1234372,629069
NE,"06/02/2022",2318,480027,3251401,1234488,629142
NE,"06/09/2022",2772,482799,3275244,1236790,634019
NE,"06/16/2022",2579,485378,3290082,1238135,637342
NH,"12/17/2020",5841,33433,1990,0,""
NH,"12/24/2020",5079,38512,9003,0,""
NH,"12/31/2020",4730,43242,25364,0,""
NH,"01/07/2021",5596,48838,42419,0,""
NH,"01/14/2021",5287,54125,60232,0,""
NH,"01/21/2021",5312,59437,80639,0,""
NH,"01/28/2021",4126,63563,110451,0,""
NH,"02/04/2021",3158,66721,145086,0,""
NH,"02/11/2021",2526,69247,184103,0,""
NH,"02/18/2021",2718,71965,226863,0,""
NH,"02/25/2021",2293,74258,291248,0,""
NH,"03/04/2021",1732,75990,349825,0,""
NH,"03/11/2021",1475,77465,418658,134741,""
NH,"03/18/2021",1902,79367,489626,167586,""
NH,"03/25/2021",2154,81521,566168,206493,""
NH,"04/01/2021",2655,84176,707655,247295,""
NH,"04/08/2021",2759,86935,858460,293087,""
NH,"04/15/2021",3048,89983,1050144,363308,""
NH,"04/22/2021",2412,92395,1117327,395833,""
NH,"04/29/2021",2010,94405,1138304,403679,""
NH,"05/06/2021",1476,95881,1159614,411500,""
NH,"05/13/2021",1212,97093,1201567,478289,""
NH,"05/20/2021",885,97978,1276034,517299,""
NH,"05/27/2021",492,98470,1375987,652539,""
NH,"06/03/2021",321,98791,1407303,675168,""
NH,"06/10/2021",205,98996,1457239,715515,""
NH,"06/17/2021",200,99196,1490887,738841,""
NH,"06/24/2021",170,99366,1501636,746481,""
NH,"07/01/2021",139,99505,1532741,762403,""
NH,"07/08/2021",146,99651,1556107,775779,""
NH,"07/15/2021",190,99841,1567201,781532,""
NH,"07/22/2021",231,100072,1577904,786808,""
NH,"07/29/2021",393,100465,1589310,791302,""
NH,"08/05/2021",812,101277,1600618,795440,""
NH,"08/12/2021",1076,102353,1613843,797825,""
NH,"08/19/2021",1636,103989,1628334,803304,""
NH,"08/26/2021",1894,105883,1677898,808675,0
NH,"09/02/2021",2138,108021,1687622,812490,0
NH,"09/09/2021",2235,110256,1707796,820746,0
NH,"09/16/2021",3035,113291,1723006,827369,0
NH,"09/23/2021",2666,115957,1734548,832472,0
NH,"09/30/2021",3763,119720,1753412,836277,0
NH,"10/07/2021",3214,122934,1781147,841449,0
NH,"10/14/2021",3839,126773,1847519,846029,0
NH,"10/21/2021",3842,130615,1871633,849952,11165
NH,"10/28/2021",1826,132441,1901441,853265,12768
NH,"11/04/2021",5337,137778,1952317,857767,22707
NH,"11/11/2021",4691,142469,1985217,862394,25541
NH,"11/18/2021",6249,148718,2050185,867827,40389
NH,"11/25/2021",6993,155711,2116124,878808,49884
NH,"12/02/2021",6872,162583,2148148,882647,52817
NH,"12/09/2021",8955,171538,2185778,888542,56394
NH,"12/16/2021",8700,180238,2275497,900601,87117
NH,"12/23/2021",8406,188644,2353556,909969,115677
NH,"12/30/2021",8012,196656,2387395,913328,125379
NH,"01/06/2022",11417,208073,2422037,916731,134631
NH,"01/13/2022",21300,229373,2468941,922250,148214
NH,"01/20/2022",22068,251441,2520057,929560,169502
NH,"01/27/2022",16359,267800,2550736,933708,177555
NH,"02/03/2022",10891,278691,2569883,936993,181993
NH,"02/10/2022",7172,285863,2592297,941572,189396
NH,"02/17/2022",5677,291540,2610598,945345,194749
NH,"02/24/2022",4161,295701,2627136,949182,199840
NH,"03/03/2022",3107,298808,2505874,942984,219058
NH,"03/10/2022",1065,299873,2557868,948862,246690
NH,"03/17/2022",820,300693,2542926,944492,284074
NH,"03/24/2022",841,301534,2342556,925389,304116
NH,"03/31/2022",849,302383,2472010,942592,380619
NH,"04/07/2022",158,302541,2491013,946010,386519
NH,"04/14/2022",2252,304793,2508940,949674,391167
NH,"04/21/2022",1931,306724,2508366,951790,416212
NH,"04/28/2022",2469,309193,2523139,954235,419790
NH,"05/05/2022",2968,312161,2545331,957467,427650
NH,"05/12/2022",3286,315447,2581028,961601,441816
NH,"05/19/2022",4454,319901,2589372,963088,443741
NH,"05/26/2022",3425,323326,2606421,965644,447982
NH,"06/02/2022",2507,325833,2619783,967430,451148
NH,"06/09/2022",1981,327814,2629673,969004,453722
NH,"06/16/2022",1416,329230,2633073,969705,454500
NJ,"12/17/2020",38077,456938,720,0,""
NJ,"12/24/2020",34403,491341,35473,0,""
NJ,"12/31/2020",31954,523295,78838,0,""
NJ,"01/07/2021",36762,560057,155458,0,""
NJ,"01/14/2021",42572,602629,294039,0,""
NJ,"01/21/2021",38511,641140,432220,0,""
NJ,"01/28/2021",35397,676537,648215,0,""
NJ,"02/04/2021",29270,705807,851721,0,""
NJ,"02/11/2021",26867,732674,1196677,0,""
NJ,"02/18/2021",22500,755174,1542174,0,""
NJ,"02/25/2021",20212,775386,1866378,0,""
NJ,"03/04/2021",24090,799476,2325257,0,""
NJ,"03/11/2021",23341,822817,2834934,998133,""
NJ,"03/18/2021",25910,848727,3346883,1197797,""
NJ,"03/25/2021",29209,877936,3869393,1405724,""
NJ,"04/01/2021",30880,908816,4523995,1730178,""
NJ,"04/08/2021",29163,937979,5226827,2077411,""
NJ,"04/15/2021",25505,963484,5978301,2494175,""
NJ,"04/22/2021",21219,984703,6605809,2811184,""
NJ,"04/29/2021",8420,993123,7217144,3150175,""
NJ,"05/06/2021",11197,1004320,7677602,3462111,""
NJ,"05/13/2021",4664,1008984,8156536,3796892,""
NJ,"05/20/2021",3181,1012165,8576106,4051601,""
NJ,"05/27/2021",2806,1014971,8944596,4256025,""
NJ,"06/03/2021",1795,1016766,9195623,4389480,""
NJ,"06/10/2021",1721,1018487,9438282,4543290,""
NJ,"06/17/2021",1839,1020326,9769651,4768442,""
NJ,"06/24/2021",1496,1021822,9999545,4908804,""
NJ,"07/01/2021",1595,1023417,9864834,4912136,""
NJ,"07/08/2021",1331,1024748,9976885,4976576,""
NJ,"07/15/2021",2266,1027014,10087454,5038105,""
NJ,"07/22/2021",3566,1030580,10197628,5096321,""
NJ,"07/29/2021",5395,1035975,10336670,5168253,""
NJ,"08/05/2021",7727,1043702,10462507,5220954,""
NJ,"08/12/2021",9696,1053398,10582372,5271010,""
NJ,"08/19/2021",12338,1065736,10738167,5336457,""
NJ,"08/26/2021",14164,1079900,10896325,5406935,0
NJ,"09/02/2021",14349,1094249,11050405,5479015,0
NJ,"09/09/2021",14042,1108291,11180372,5539830,0
NJ,"09/16/2021",15073,1123364,11320871,5609082,0
NJ,"09/23/2021",16003,1139367,11400181,5664242,0
NJ,"09/30/2021",12876,1152243,11535180,5713118,0
NJ,"10/07/2021",12135,1164378,11710176,5762084,0
NJ,"10/14/2021",11511,1175889,11854232,5802398,0
NJ,"10/21/2021",8506,1184395,12010472,5843217,346974
NJ,"10/28/2021",8806,1193201,12217932,5881358,471368
NJ,"11/04/2021",9050,1202251,12461932,5913305,631003
NJ,"11/11/2021",9172,1211423,12751789,5946177,804740
NJ,"11/18/2021",12032,1223455,13060893,5977160,972109
NJ,"11/25/2021",14904,1238359,13301118,5997187,1115616
NJ,"12/02/2021",17534,1255893,13599644,6043088,1286469
NJ,"12/09/2021",28032,1283925,13998467,6117660,1515582
NJ,"12/16/2021",32183,1316108,14351800,6183309,1733108
NJ,"12/23/2021",57104,1373212,14685687,6226479,1960177
NJ,"12/30/2021",122142,1495354,14946060,6261268,2114931
NJ,"01/06/2022",216384,1711738,15181675,6296483,2249884
NJ,"01/13/2022",203679,1915417,15465448,6343694,2412415
NJ,"01/20/2022",110199,2025616,15719685,6389434,2554813
NJ,"01/27/2022",59769,2085385,15934361,6429485,2669294
NJ,"02/03/2022",33913,2119298,16135931,6486751,2765732
NJ,"02/10/2022",17089,2136387,16286681,6530462,2837412
NJ,"02/17/2022",13964,2150351,16406772,6560847,2891618
NJ,"02/24/2022",10840,2161191,16506885,6584250,2945393
NJ,"03/03/2022",8870,2170061,16602533,6604997,2997813
NJ,"03/10/2022",7537,2177598,16662231,6621570,3025004
NJ,"03/17/2022",6642,2184240,16707522,6634523,3046417
NJ,"03/24/2022",6595,2190835,16751636,6645957,3066831
NJ,"03/31/2022",7504,2198339,16793453,6655799,3086322
NJ,"04/07/2022",9779,2208118,16908547,6673416,3112582
NJ,"04/14/2022",12940,2221058,17018970,6687832,3138193
NJ,"04/21/2022",13976,2235034,17108752,6700072,3158411
NJ,"04/28/2022",17010,2252044,17184061,6711405,3176204
NJ,"05/05/2022",21006,2273050,17268148,6722762,3194599
NJ,"05/12/2022",27357,2300407,17328463,6731670,3208937
NJ,"05/19/2022",34848,2335255,17423688,6744291,3230942
NJ,"05/26/2022",35253,2370508,17508820,6755204,3251752
NJ,"06/02/2022",27649,2398157,17564439,6762979,3267113
NJ,"06/09/2022",26449,2424606,17617311,6771202,3282547
NJ,"06/16/2022",20101,2444707,17666186,6779034,3297245
NM,"12/17/2020",11407,124357,309,0,""
NM,"12/24/2020",8885,133242,16012,0,""
NM,"12/31/2020",7944,141186,30528,0,""
NM,"01/07/2021",8798,149984,48303,0,""
NM,"01/14/2021",9135,159119,89415,0,""
NM,"01/21/2021",6716,165835,152465,0,""
NM,"01/28/2021",5212,171047,224692,0,""
NM,"02/04/2021",4605,175652,294566,0,""
NM,"02/11/2021",3138,178790,369864,0,""
NM,"02/18/2021",2542,181332,456034,0,""
NM,"02/25/2021",2447,183779,634845,0,""
NM,"03/04/2021",2118,185897,743904,0,""
NM,"03/11/2021",1589,187486,867690,316298,""
NM,"03/18/2021",1422,188908,1004050,378563,""
NM,"03/25/2021",1364,190272,1135178,440243,""
NM,"04/01/2021",1377,191649,1281047,503075,""
NM,"04/08/2021",1340,192989,1417243,570641,""
NM,"04/15/2021",1391,194380,1551199,640363,""
NM,"04/22/2021",1403,195783,1674797,704616,""
NM,"04/29/2021",1430,197213,1774298,764785,""
NM,"05/06/2021",1568,198781,1877127,835272,""
NM,"05/13/2021",1446,200227,1970066,902795,""
NM,"05/20/2021",1262,201489,2044921,948428,""
NM,"05/27/2021",1081,202570,2115055,985346,""
NM,"06/03/2021",652,203222,2160226,1009421,""
NM,"06/10/2021",603,203825,2196837,1032269,""
NM,"06/17/2021",645,204470,2262337,1076745,""
NM,"06/24/2021",661,205131,2310853,1108356,""
NM,"07/01/2021",413,205544,2384423,1145072,""
NM,"07/08/2021",452,205996,2409226,1160537,""
NM,"07/15/2021",850,206846,2431098,1173006,""
NM,"07/22/2021",1126,207972,2451920,1183675,""
NM,"07/29/2021",1712,209684,2472530,1192293,""
NM,"08/05/2021",2893,212577,2507037,1206469,""
NM,"08/12/2021",3917,216494,2536756,1217270,""
NM,"08/19/2021",5466,221960,2565472,1228094,""
NM,"08/26/2021",5676,227636,2611295,1246733,0
NM,"09/02/2021",5851,233487,2654443,1262474,0
NM,"09/09/2021",4943,238430,2684815,1277057,0
NM,"09/16/2021",4655,243085,2719164,1293631,0
NM,"09/23/2021",4268,247353,2750095,1310636,0
NM,"09/30/2021",4664,252017,2786048,1324646,0
